SPEEDING_CRASH,SL,NL,P_TRUCK,AVG_AADT,SIGNAL_NUM,SIGNAL_PER_MILE,STOPPED_NUM,STOPPED_PER_MILE,MEDIAN_WIDTH,MEDIAN_TYPE,P_RESIDENTIAL,P_COMMERCIAL,P_INDUSTRIAL,P_AGRICULTURAL,P_INSTITUTIONAL,P_GOVERNMENTAL,LANDUSE_MIX,POP_DEN,PCT_POV,PCT_VEHICLE_0,PCT_OLD_YOUNG,PCT_MEANS_PEDBIC,DAILY_TRANSIT,PAVEMENT_CONDITION,ISLDTYPE,ISLDWIDTH,OSLDTYPE,OSLDWIDTH,SURF_TYPE,SURFACE_WIDTH,LANE_WIDTH,POLES_PER_MILE,P_SINGLE_SIDEWALK_ONLY,P_BOTH_SIDEWALK_ONLY,SIDEWALK_WIDTH,P_SINGLE_BIKELANE_ONLY,P_BOTH_BIKELANE_ONLY,P_SINGLE_BIKESLOT_ONLY,P_BOTH_BIKESLOT_ONLY,P_SINGLE_SHAREDPATH_ONLY,P_BOTH_SHAREDPATH_ONLY,SHAREDPATH_WIDTH,SHAREDPATH_DISTFMRD,FRQ_AM78,NARROW_LANE,ASPHALT_SURFACE,PRESENCE_OF_MEDIAN_ISL_AT_CROSS,HIGH_FREQ_TRANSIT
2,45,6,6.627900071,44246.87335,4,3.387247015,5,4.234058769,10.57227538,1,0.398579417,0.230077554,0.104149793,0.049627846,0.031072934,0.162337081,0.76455068,4.61E-05,0.201176442,0.068270454,0.377832306,0.100741739,13.74866627,5,1,4,0,2,0,33,11,26.59249657,0.353120501,0.589296299,5.561643078,0,0,0.019391989,0,0,0,0,0,1.964095182,1,1,0,0
2,45,6,6.627900071,44246.87335,4,3.387247015,5,4.234058769,10.57227538,1,0.398579417,0.230077554,0.104149793,0.049627846,0.031072934,0.162337081,0.76455068,4.61E-05,0.201176442,0.068270454,0.377832306,0.100741739,13.74866627,5,1,4,0,2,0,33,11,26.59249657,0.353120501,0.589296299,5.561643078,0,0,0.019391989,0,0,0,0,0,1.964095182,1,1,0,0
2,45,4,6.988399146,25383.35578,2,2.049226519,10,10.2461326,16,1,0.64121147,0.141886272,0.036352458,0.004094716,0.007520625,0.138508279,0.544966632,9.54E-06,0.064301541,0.051241473,0.501257454,0.006581632,16,5,0,2,0,2,0,23,11.5,45.07076351,0,1,5.025712157,0,0,0,0,0,0,0,0,2,1,1,0,0
1,45,4,10.98205845,29097.44259,2,4.183225267,0,0,21.97866555,0,0.683729194,0.097095892,0.050089412,0.026379293,0.008280195,0.088304134,0.545246687,1.18E-06,0.153935841,0.012529927,0.411073885,0,0,3,0,2.010667224,0,2.042459736,0,25.9033675,12.95168375,33.47094344,0.021125288,0.89730182,4.655454441,0,0,0,0,0,0,0,0,0,0,1,0,0
1,45,4,10.98205845,29097.44259,2,4.183225267,0,0,21.97866555,0,0.683729194,0.097095892,0.050089412,0.026379293,0.008280195,0.088304134,0.545246687,1.18E-06,0.153935841,0.012529927,0.411073885,0,0,3,0,2.010667224,0,2.042459736,0,25.9033675,12.95168375,33.47094344,0.021125288,0.89730182,4.655454441,0,0,0,0,0,0,0,0,0,0,1,0,0
0,50,6,4.573726148,35428.35018,1,1.789571451,2,3.579142903,18.72014861,1,0.536710139,0.109035259,0.037421253,0,0.144032062,0.161268781,0,0.000105171,0.30232949,0.088086508,0.327831888,0.092459479,0.613305822,3,0,2,0,3,0,36,12,14.37713528,1,0,7.943845037,0,0,0,0,1,0,8,82.68793632,0.090860122,0,1,0,0
0,50,6,4.573726148,35428.35018,1,1.789571451,2,3.579142903,18.72014861,1,0.536710139,0.109035259,0.037421253,0,0.144032062,0.161268781,0,0.000105171,0.30232949,0.088086508,0.327831888,0.092459479,0.613305822,3,0,2,0,3,0,36,12,14.37713528,1,0,7.943845037,0,0,0,0,1,0,8,82.68793632,0.090860122,0,1,0,0
0,50,6,4.573726148,35428.35018,1,1.789571451,2,3.579142903,18.72014861,1,0.536710139,0.109035259,0.037421253,0,0.144032062,0.161268781,0,0.000105171,0.30232949,0.088086508,0.327831888,0.092459479,0.613305822,3,0,2,0,3,0,36,12,14.37713528,1,0,7.943845037,0,0,0,0,1,0,8,82.68793632,0.090860122,0,1,0,0
0,40,4,7.288368336,19647.83333,0,0,2,18.9672341,17.68808384,0,0.627232198,0.151505506,0.147576988,0,0,0.008735429,0,1.82E-05,0.322711864,0.048695652,0.529824561,0.178970917,25,3,0,2,0,2,1,24,12,40.97065539,0,1,5,0,0.061121912,0,0,0,0,0,0,4,0,0,0,1
0,40,4,7.288368336,19647.83333,0,0,2,18.9672341,17.68808384,0,0.627232198,0.151505506,0.147576988,0,0,0.008735429,0,1.82E-05,0.322711864,0.048695652,0.529824561,0.178970917,25,3,0,2,0,2,1,24,12,40.97065539,0,1,5,0,0.061121912,0,0,0,0,0,0,4,0,0,0,1
0,40,6,6.38951049,26208.33333,1,6.326511245,2,12.65302249,16,1,0.446560715,0.248565777,0.017763337,0,0.056207628,0.220738124,0,0.000102049,0.134275618,0.052060738,0.398409894,0.017013233,0,5,0,2,0,2,0,36,12,18.28332087,0,1,5.601018568,0,0,0,0,0,0,0,0,0,0,1,0,0
0,40,6,6.38951049,26208.33333,1,6.326511245,2,12.65302249,16,1,0.446560715,0.248565777,0.017763337,0,0.056207628,0.220738124,0,0.000102049,0.134275618,0.052060738,0.398409894,0.017013233,0,5,0,2,0,2,0,36,12,18.28332087,0,1,5.601018568,0,0,0,0,0,0,0,0,0,0,1,0,0
1,50,4,13.42444444,45166.66667,0,0,1,2.35349494,46,0,0.415786751,0,0,0.007224001,0.007933696,0.008669072,0,0,0,0,0,0,0,5,1,4,0,2,0,24,12,14.00734792,1,0,5,0,0.004236291,0.004236291,0,0.974582255,0,12,115.36851,0,0,1,0,0
1,50,4,13.42444444,45166.66667,0,0,1,2.35349494,46,0,0.415786751,0,0,0.007224001,0.007933696,0.008669072,0,0,0,0,0,0,0,5,1,4,0,2,0,24,12,14.00734792,1,0,5,0,0.004236291,0.004236291,0,0.974582255,0,12,115.36851,0,0,1,0,0
1,40,6,7.066853933,59500,2,2.17509516,11,11.96302338,15,0,0,0,0,0,0,0,0,2.32E-05,0.182745165,0.091705431,0.37613757,0,72,4,0,2,0,2,0,32,10.66666667,256,0,1,6.663132137,0,0,0,0,0,0,0,0,8,1,1,1,1
1,40,6,7.066853933,59500,2,2.17509516,11,11.96302338,15,0,0,0,0,0,0,0,0,2.32E-05,0.182745165,0.091705431,0.37613757,0,72,4,0,2,0,2,0,32,10.66666667,256,0,1,6.663132137,0,0,0,0,0,0,0,0,8,1,1,1,1
1,45,4,4.54853221,21135.70631,1,1.038279281,4,4.153117122,16,0,0.756688683,0.125379061,0.007731485,0,0.023963684,0.065863209,0,0,0,0,0,0,0,3,0,2,0,2,0,24,12,36.21532028,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0
1,45,4,4.54853221,21135.70631,1,1.038279281,4,4.153117122,16,0,0.756688683,0.125379061,0.007731485,0,0.023963684,0.065863209,0,0,0,0,0,0,0,3,0,2,0,2,0,24,12,36.21532028,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0
1,45,6,2.467376954,61634,2,4.597701149,1,2.298850575,16,1,0.583041737,0.189552873,0.059491629,0,0.026310333,0.116317626,0,5.14E-05,0.070631497,0.015700445,0.420008074,0.02218458,36,4,0,2,0,2,0,37,12.33333333,68.67719706,0,1,5,0,0,0,0,0,0,0,0,5,0,1,0,1
1,45,6,2.467376954,61634,2,4.597701149,1,2.298850575,16,1,0.583041737,0.189552873,0.059491629,0,0.026310333,0.116317626,0,5.14E-05,0.070631497,0.015700445,0.420008074,0.02218458,36,4,0,2,0,2,0,37,12.33333333,68.67719706,0,1,5,0,0,0,0,0,0,0,0,5,0,1,0,1
1,45,6,2.467376954,61634,2,4.597701149,1,2.298850575,16,1,0.583041737,0.189552873,0.059491629,0,0.026310333,0.116317626,0,5.14E-05,0.070631497,0.015700445,0.420008074,0.02218458,36,4,0,2,0,2,0,37,12.33333333,68.67719706,0,1,5,0,0,0,0,0,0,0,0,5,0,1,0,1
2,35,4,9.376388825,29344.19715,2,2.949852507,4,5.899705015,16.32153392,0,0.930322335,0.034487133,0,0,0.003565098,0.027331541,0,0,0,0,0,0,6,3.159292035,0,2,0,3.084070796,0,24,12,0,0,1,5.09660767,0,0,0,0,0,0,0,0,1,0,1,0,0
2,35,4,9.376388825,29344.19715,2,2.949852507,4,5.899705015,16.32153392,0,0.930322335,0.034487133,0,0,0.003565098,0.027331541,0,0,0,0,0,0,6,3.159292035,0,2,0,3.084070796,0,24,12,0,0,1,5.09660767,0,0,0,0,0,0,0,0,1,0,1,0,0
0,45,4,5.416770186,26583.33333,1,1.658699381,4,6.634797523,18,0,0.960781943,0.023740013,0.004360939,0,0.001176045,0.007606446,0,5.46E-05,0.080735412,0.058064516,0.389288569,0.04519774,25,3.00975647,0,2,0,2,1,24,12,25.76859302,0,1,5,0,0,0,0,0,0,0,0,4,0,0,0,1
0,45,4,5.416770186,26583.33333,1,1.658699381,4,6.634797523,18,0,0.960781943,0.023740013,0.004360939,0,0.001176045,0.007606446,0,5.46E-05,0.080735412,0.058064516,0.389288569,0.04519774,25,3.00975647,0,2,0,2,1,24,12,25.76859302,0,1,5,0,0,0,0,0,0,0,0,4,0,0,0,1
3,45,4,10.34441151,30328.69481,1,1.095662273,3,3.286986819,36,0,0.190675062,0.188669778,0.325483351,0.112212163,0.013828876,0.098752687,0.832164729,0,0,0,0,0,7.170090611,5,0,2,0,2,0,24,12,81.08230251,0,1,5.021798201,0,0,0,0,0,0,0,0,1.103090863,0,1,0,0
3,45,4,10.34441151,30328.69481,1,1.095662273,3,3.286986819,36,0,0.190675062,0.188669778,0.325483351,0.112212163,0.013828876,0.098752687,0.832164729,0,0,0,0,0,7.170090611,5,0,2,0,2,0,24,12,81.08230251,0,1,5.021798201,0,0,0,0,0,0,0,0,1.103090863,0,1,0,0
2,45,6,7.655938697,44000,2,4.282260948,2,4.282260948,18.90695503,1,0,0,0,0,0,0,0,4.87E-06,0.467213115,0.344023324,0.54161782,0,40,5,1,8.125,0,2,0,33,11,91.6028249,0,1,5.08547714,0,0,0,0,0,0,0,0,4,1,1,0,1
2,45,6,7.655938697,44000,2,4.282260948,2,4.282260948,18.90695503,1,0,0,0,0,0,0,0,4.87E-06,0.467213115,0.344023324,0.54161782,0,40,5,1,8.125,0,2,0,33,11,91.6028249,0,1,5.08547714,0,0,0,0,0,0,0,0,4,1,1,0,1
1,45,6,4.536871508,30000,2,2.547770701,2,2.547770701,16,1,0.753085642,0.09788687,0.043739485,0,0.025337944,0.057395061,0,0.000138123,0.262591023,0.072804057,0.378873081,0.025321775,15,3,0,2,0,2,0,36,12,0,0,1,5.01910828,0,0,0,0,0,0,0,0,2,0,1,0,0
1,45,6,4.536871508,30000,2,2.547770701,2,2.547770701,16,1,0.753085642,0.09788687,0.043739485,0,0.025337944,0.057395061,0,0.000138123,0.262591023,0.072804057,0.378873081,0.025321775,15,3,0,2,0,2,0,36,12,0,0,1,5.01910828,0,0,0,0,0,0,0,0,2,0,1,0,0
0,45,4,5.101886792,24266.67925,0,0,7,6.645420309,52,0,0.623677311,0.082568228,0,0.011607532,0.041047156,0.165683274,0,0.00013519,0.282139537,0.098986582,0.407754752,0.039098913,26,3,0,2,0,2,0,26,13,0,0,1.000000949,5,0,0,0,0,0,0,0,0,4,0,1,1,1
0,45,4,6.812334733,32279.23625,2,1.864939236,11,10.2571658,30.34501376,0,0.625790617,0.149305747,0.010405882,0.044480286,0.028784695,0.080010934,0.599097142,8.84E-06,0.032042724,0.015444015,0.386515354,0.018302829,12,4.046623481,0,2,0,2.069002752,0,24,12,0,0.078327448,0.921672552,4.938374703,0.076462509,0,0,0,0,0,0,0,2,0,1,0,0
0,45,4,6.812334733,32279.23625,2,1.864939236,11,10.2571658,30.34501376,0,0.625790617,0.149305747,0.010405882,0.044480286,0.028784695,0.080010934,0.599097142,8.84E-06,0.032042724,0.015444015,0.386515354,0.018302829,12,4.046623481,0,2,0,2.069002752,0,24,12,0,0.078327448,0.921672552,4.938374703,0.076462509,0,0,0,0,0,0,0,2,0,1,0,0
6,45,4,2.205413673,29434.68252,0,0,4,5.499037668,16,0,0.920453352,0.024367384,0,0,0.026329423,0.022703588,0,1.62E-05,0.036809816,0.016083254,0.348875256,0,15,3,0,2,0,2.002749519,0,24,12,24.6349408,0.053615617,0.683805334,6.461791449,0,0,0,0,0.290074237,0,8,14,2,0,1,0,0
6,45,4,2.205413673,29434.68252,0,0,4,5.499037668,16,0,0.920453352,0.024367384,0,0,0.026329423,0.022703588,0,1.62E-05,0.036809816,0.016083254,0.348875256,0,15,3,0,2,0,2.002749519,0,24,12,24.6349408,0.053615617,0.683805334,6.461791449,0,0,0,0,0.290074237,0,8,14,2,0,1,0,0
1,50,6,7.643489246,44039.55037,1,1.189484953,4,4.757939812,22.17794695,1,0,0,0,0,0,0,0,6.93E-05,0.14104791,0.091402681,0.353017676,0.025315703,40,4.186749138,0,2.863636364,0,2,0,35.35410967,11.78470322,91.6028249,0,1,5.175449031,0,0.006780064,0.006780064,0,0,0,0,0,4,1,1,0,1
1,50,6,7.643489246,44039.55037,1,1.189484953,4,4.757939812,22.17794695,1,0,0,0,0,0,0,0,6.93E-05,0.14104791,0.091402681,0.353017676,0.025315703,40,4.186749138,0,2.863636364,0,2,0,35.35410967,11.78470322,91.6028249,0,1,5.175449031,0,0.006780064,0.006780064,0,0,0,0,0,4,1,1,0,1
0,50,6,5.198392561,35936.02695,2,2.107255068,4,4.214510137,35,0,0.326984052,0.284227154,0.220500857,0,0,0.109554468,0,0,0,0,0,0,45,5,0,2,0,2.076022387,0,40,13.33333333,36.74692648,0.023179806,0.930353113,5.167785235,0,0,0,0,0,0,0,0,6,0,1,1,1
0,50,6,5.198392561,35936.02695,2,2.107255068,4,4.214510137,35,0,0.326984052,0.284227154,0.220500857,0,0,0.109554468,0,0,0,0,0,0,45,5,0,2,0,2.076022387,0,40,13.33333333,36.74692648,0.023179806,0.930353113,5.167785235,0,0,0,0,0,0,0,0,6,0,1,1,1
1,45,4,8.304895105,22998.66667,0,0,2,3.752345216,36,0,0.746044141,0.11920116,0.003687383,0,0.019010513,0.108786638,0,3.69E-06,0.148636795,0.069046428,0.586041409,0.010815672,14,3,0,2,0,2,0,26,13,24.54545318,0,1,5.053470919,0,0,0,0,0,0,0,0,2,0,1,0,0
0,40,6,6.215639411,54251.15695,0,0,2,3.966679889,22.93137644,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,2,0,2,0,32,10.66666667,91.6028249,0,1,6.726695756,0,0,0,0,0,0,0,0,4,1,1,1,1
0,40,6,6.215639411,54251.15695,0,0,2,3.966679889,22.93137644,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,2,0,2,0,32,10.66666667,91.6028249,0,1,6.726695756,0,0,0,0,0,0,0,0,4,1,1,1,1
2,45,6,5.142857143,51833.33333,3,3.616109043,5,6.026848404,34.28647298,0,0.381538165,0.228996709,0.09944999,0,0.036982325,0.097892243,0,0,0,0,0,0,45,5,0,2,0,2,0,39.58027822,13.19342607,56.52404971,0,1,5.647886203,0,0,0,0,0,0,0,0,6,0,1,1,1
2,45,6,5.142857143,51833.33333,3,3.616109043,5,6.026848404,34.28647298,0,0.381538165,0.228996709,0.09944999,0,0.036982325,0.097892243,0,0,0,0,0,0,45,5,0,2,0,2,0,39.58027822,13.19342607,56.52404971,0,1,5.647886203,0,0,0,0,0,0,0,0,6,0,1,1,1
2,30,4,10.67027027,19469.5,1,3.105590062,4,12.42236025,13.39751553,0,0,0,0,0,0,0,0,0,0,0,0,0,6.817434783,5,0,2,0,2,0,20.80124224,10.40062112,41.51119191,0,1,5.520186335,0,0,0,0,0,0,0,0,1,1,1,0,0
2,30,4,10.67027027,19469.5,1,3.105590062,4,12.42236025,13.39751553,0,0,0,0,0,0,0,0,0,0,0,0,0,6.817434783,5,0,2,0,2,0,20.80124224,10.40062112,41.51119191,0,1,5.520186335,0,0,0,0,0,0,0,0,1,1,1,0,0
0,45,7,3.030684327,74666.66667,1,3.861003861,0,0,25,0,0.631298881,0.096684989,0.003526923,0,0.015153061,0.145374644,0,0,0,0,0,0,39,3.5,0,2,0,2,0,40.5,11.57142857,192.3734275,1,0,5.173745174,0,0,0,0,0,0,0,0,4,1,1,0,1
0,45,7,3.030684327,74666.66667,1,3.861003861,0,0,25,0,0.631298881,0.096684989,0.003526923,0,0.015153061,0.145374644,0,0,0,0,0,0,39,3.5,0,2,0,2,0,40.5,11.57142857,192.3734275,1,0,5.173745174,0,0,0,0,0,0,0,0,4,1,1,0,1
2,40,6,4.586536618,35490.17967,2,2.400960384,10,12.00480192,11.1152461,1,1,0,0,0,0,0,0,7.92E-05,0.189655172,0.298181818,0.137763371,0.082236842,0,4.8727491,0,2,0,2.06362545,0,34.2545018,11.41816727,45.87390488,0,1,5.135054022,0,0,0,0,0,0,0,0,0,1,1,0,0
2,40,6,4.586536618,35490.17967,2,2.400960384,10,12.00480192,11.1152461,1,1,0,0,0,0,0,0,7.92E-05,0.189655172,0.298181818,0.137763371,0.082236842,0,4.8727491,0,2,0,2.06362545,0,34.2545018,11.41816727,45.87390488,0,1,5.135054022,0,0,0,0,0,0,0,0,0,1,1,0,0
1,40,6,6.215264798,54250,1,2.092050209,3,6.276150628,19.19665272,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,2,0,2,0,33,11,91.6028249,0,1,5.197698745,0,0,0,0,0,0,0,0,4,1,1,0,1
1,40,6,6.215264798,54250,1,2.092050209,3,6.276150628,19.19665272,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,2,0,2,0,33,11,91.6028249,0,1,5.197698745,0,0,0,0,0,0,0,0,4,1,1,0,1
2,45,6,3.47839196,33083.33333,1,1.732501733,0,0,21.41683992,0,0.42164266,0.472726944,0.041144645,0,0.004443737,0.053765554,0,0,0,0,0,0,0,3,0,2,0,2,0,36,12,14.37713528,0.059424809,0.940575191,5,0,0,0,0,0,0,0,0,0,0,1,0,0
2,45,6,3.47839196,33083.33333,1,1.732501733,0,0,21.41683992,0,0.42164266,0.472726944,0.041144645,0,0.004443737,0.053765554,0,0,0,0,0,0,0,3,0,2,0,2,0,36,12,14.37713528,0.059424809,0.940575191,5,0,0,0,0,0,0,0,0,0,0,1,0,0
0,40,6,7.066853933,59500,3,3.740648379,5,6.234413965,17.17082294,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,2,0,2,0,32,10.66666667,91.6028249,0,1,6.575187032,0,0,0,0,0,0,0,0,4,1,1,0,1
0,40,6,7.066853933,59500,3,3.740648379,5,6.234413965,17.17082294,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,2,0,2,0,32,10.66666667,91.6028249,0,1,6.575187032,0,0,0,0,0,0,0,0,4,1,1,0,1
0,30,4,8.137984496,23122.5,0,0,3,8.379888268,18.10614525,0,0,0,0,0,0,0,0,5.46E-06,0.048428755,0.146813538,0.50940863,0,0,4.7,0,2,0,2,0,24,12,16.76191818,0.921787709,0.078212291,5,0,0,0,0,0,0,0,0,0,1,1,0,0
0,30,4,8.137984496,23122.5,0,0,3,8.379888268,18.10614525,0,0,0,0,0,0,0,0,5.46E-06,0.048428755,0.146813538,0.50940863,0,0,4.7,0,2,0,2,0,24,12,16.76191818,0.921787709,0.078212291,5,0,0,0,0,0,0,0,0,0,1,1,0,0
0,30,4,8.137984496,23122.5,0,0,3,8.379888268,18.10614525,0,0,0,0,0,0,0,0,5.46E-06,0.048428755,0.146813538,0.50940863,0,0,4.7,0,2,0,2,0,24,12,16.76191818,0.921787709,0.078212291,5,0,0,0,0,0,0,0,0,0,1,1,0,0
0,30,4,8.137984496,23122.5,0,0,3,8.379888268,18.10614525,0,0,0,0,0,0,0,0,5.46E-06,0.048428755,0.146813538,0.50940863,0,0,4.7,0,2,0,2,0,24,12,16.76191818,0.921787709,0.078212291,5,0,0,0,0,0,0,0,0,0,1,1,0,0
5,45,4,8.510729614,35954.16667,1,7.936507937,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,23,11.5,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0
5,45,4,8.510729614,35954.16667,1,7.936507937,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,23,11.5,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0
5,45,4,8.510729614,35954.16667,1,7.936507937,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,23,11.5,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0
5,45,4,8.510729614,35954.16667,1,7.936507937,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,23,11.5,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0
4,35,4,3.675150301,17383.33333,3,6.568863587,1,2.189621196,20,0,0.021537325,0.190135983,0,0,0,0.653811954,0,2.54E-06,0.171149144,0.076827757,0.264932563,0,12,4.917670243,0,2,0,2,0,23,11.5,48.44487917,0,1,5.525947011,0,0,0,0,0,0,0,0,0,1,1,0,0
4,35,4,3.675150301,17383.33333,3,6.568863587,1,2.189621196,20,0,0.021537325,0.190135983,0,0,0,0.653811954,0,2.54E-06,0.171149144,0.076827757,0.264932563,0,12,4.917670243,0,2,0,2,0,23,11.5,48.44487917,0,1,5.525947011,0,0,0,0,0,0,0,0,0,1,1,0,0
1,40,4,5.431382635,26551.93117,2,3.554291807,7,12.44002133,17.39683668,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,2,0,2,1,24,12,40.29524832,0,1,6.671850009,0,0.404656122,0.113737338,0,0,0,0,0,4,0,0,0,1
1,40,4,5.431382635,26551.93117,2,3.554291807,7,12.44002133,17.39683668,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,2,0,2,1,24,12,40.29524832,0,1,6.671850009,0,0.404656122,0.113737338,0,0,0,0,0,4,0,0,0,1
2,45,4,5.052332355,30135.96647,0,0,2,3.935071323,27.09906542,0,0.536971548,0.255085964,0.008681477,0.000530047,0.002840785,0.102389363,0.592771275,1.38E-06,0.129931418,0.010239402,0.386804147,0.00444558,23,4.831333005,1,5.395890072,0,4.602656173,0,24,12,80.06068281,0,1,5.167240531,0,0,0.007673389,0,0,0,0,0,4,0,1,0,1
2,45,4,5.052332355,30135.96647,0,0,2,3.935071323,27.09906542,0,0.536971548,0.255085964,0.008681477,0.000530047,0.002840785,0.102389363,0.592771275,1.38E-06,0.129931418,0.010239402,0.386804147,0.00444558,23,4.831333005,1,5.395890072,0,4.602656173,0,24,12,80.06068281,0,1,5.167240531,0,0,0.007673389,0,0,0,0,0,4,0,1,0,1
1,45,6,5.540541338,27758.48695,3,2.593856537,4,3.458475383,16,0,0.628561888,0.297818462,0.006018728,0,0.054405286,0.006958862,0,6.23E-05,0.274292587,0.070693875,0.370641583,0.044636244,15,3,0,2,0,2,0,36,12,36.21532028,0,1,5.577478927,0,0,0,0,0,0,0,0,2,0,1,0,0
1,45,6,5.540541338,27758.48695,3,2.593856537,4,3.458475383,16,0,0.628561888,0.297818462,0.006018728,0,0.054405286,0.006958862,0,6.23E-05,0.274292587,0.070693875,0.370641583,0.044636244,15,3,0,2,0,2,0,36,12,36.21532028,0,1,5.577478927,0,0,0,0,0,0,0,0,2,0,1,0,0
0,45,4,5.101886792,24266.66667,0,0,6,6.807220646,52,0,0.584503598,0.128667206,0.01527764,0,0.017810684,0.246685325,0,0,0,0,0,0,26,3,0,2,0,2,0,26,13,0,0,1,5,0,0,0,0,0,0,0,0,4,0,1,0,1
1,45,8,3.030684327,74666.66667,0,0,0,0,25,0,0.27352499,0.190423979,0,0,0,0,0,0,0,0,0,0,39,3.5,0,2,0,2,0,48,12,192.3734274,1,0,5,0,0,0,0,0,0,0,0,4,0,1,0,1
1,45,8,3.030684327,74666.66667,0,0,0,0,25,0,0.27352499,0.190423979,0,0,0,0,0,0,0,0,0,0,39,3.5,0,2,0,2,0,48,12,192.3734274,1,0,5,0,0,0,0,0,0,0,0,4,0,1,0,1
1,50,6,4.568018018,36664.66667,0,0,5,5.680481978,16,0,0,0,0,0,0,0,0,0.000123927,0.424403397,0.139575507,0.46141275,0.197568109,27,3,0,2,0,3,0,36,12,14.37713528,0.951147855,0.048852145,5,0,0,0,0,1,0,8,88.10604778,4,0,1,0,1
1,50,6,4.568018018,36664.66667,0,0,5,5.680481978,16,0,0,0,0,0,0,0,0,0.000123927,0.424403397,0.139575507,0.46141275,0.197568109,27,3,0,2,0,3,0,36,12,14.37713528,0.951147855,0.048852145,5,0,0,0,0,1,0,8,88.10604778,4,0,1,0,1
2,40,6,6.832013824,42032.55556,1,2.222222222,3,6.666666667,18.80666667,1,0.597450247,0.173535091,0.139393493,0,0.037837225,0,0,0,0,0,0,0,15,4.591111111,0,2,0,2.706666667,0,33.40888889,11.1362963,47.87678138,0,1,5.116666667,0,0.328888889,0.204444444,0,0,0,0,0,1,1,1,0,0
6,45,6,2.596808487,42515.36741,6,4.244782455,3,2.122391227,12.62058719,1,0.233468932,0.25867952,0.043375768,0.122926171,0.081340951,0.194907275,0.86441691,0,0,0,0,0,4.760442137,5,0,2,0,2.121825256,0,36,12,26.94057009,0,1,5.796604174,0,0,0,0,0,0,0,0,0.771520226,0,1,0,0
6,45,6,2.596808487,42515.36741,6,4.244782455,3,2.122391227,12.62058719,1,0.233468932,0.25867952,0.043375768,0.122926171,0.081340951,0.194907275,0.86441691,0,0,0,0,0,4.760442137,5,0,2,0,2.121825256,0,36,12,26.94057009,0,1,5.796604174,0,0,0,0,0,0,0,0,0.771520226,0,1,0,0
6,40,6,3.41337191,55221.36848,2,2.307071173,5,5.767677933,16,1,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,2,0,2,0,37,12.33333333,68.67719706,0,1,5,0,0,0,0,0,0,0,0,5,0,1,0,1
6,40,6,3.41337191,55221.36848,2,2.307071173,5,5.767677933,16,1,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,2,0,2,0,37,12.33333333,68.67719706,0,1,5,0,0,0,0,0,0,0,0,5,0,1,0,1
6,40,6,3.41337191,55221.36848,2,2.307071173,5,5.767677933,16,1,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,2,0,2,0,37,12.33333333,68.67719706,0,1,5,0,0,0,0,0,0,0,0,5,0,1,0,1
1,35,4,2.728888889,45250,2,3.972983711,3,5.959475566,15.08621375,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,2,0,2,0,26,13,204.7851882,0,1,6.5,0,0,0,0,0,0,0,0,2,0,1,0,0
1,35,4,2.728888889,45250,2,3.972983711,3,5.959475566,15.08621375,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,2,0,2,0,26,13,204.7851882,0,1,6.5,0,0,0,0,0,0,0,0,2,0,1,0,0
1,35,4,2.728888889,45250,2,3.972983711,3,5.959475566,15.08621375,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,2,0,2,0,26,13,204.7851882,0,1,6.5,0,0,0,0,0,0,0,0,2,0,1,0,0
1,35,4,2.728888889,45250,2,3.972983711,3,5.959475566,15.08621375,1,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,2,0,2,0,26,13,204.7851882,0,1,6.5,0,0,0,0,0,0,0,0,2,0,1,0,0
2,50,8,6.402702703,55808.5,1,5.45553737,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,2,0,2,0,48,12,45.89863049,0,1,5,0,0,0,0,0,0,0,0,4,0,1,0,1
